date,rlg_price,rlv_price,vix_price,spread,rlg_return,rlv_return,vix_index,r_growth_(t-1),r_value_(t-1),p_growth_(t-1),p_value_(t-1),p_joint_(t-1),p_spread_(t-1),spread
datetime,float,float,float,float,float,float,float,float,float,float,float,float,float,float
T,,,,,,,,,,,,,,
9/3/1992 0:00,202.61,201.51,12.88,-0.43%,0.26%,-0.17%,12.73%,0.46%,0.5079%,62.6721%,43.2635%,61.52%,52.0624%,-0.4300%
9/4/1992 0:00,202.34,200.96,12.98,-0.14%,-0.13%,-0.27%,12.88%,0.2600%,-0.1700%,56.9163%,43.2635%,33.47%,32.2937%,-0.1397%
9/7/1992 0:00,202.34,200.96,12.98,0.00%,0.00%,0.00%,12.98%,-0.1333%,-0.2729%,45.1256%,39.8676%,24.43%,44.0266%,0.0000%
9/8/1992 0:00,201.25,199.49,13.65,-0.19%,-0.54%,-0.73%,12.98%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,-0.1928%
9/9/1992 0:00,202.25,200.25,13.36,-0.12%,0.50%,0.38%,13.65%,-0.5387%,-0.7315%,33.4178%,25.9531%,11.95%,41.8058%,-0.1159%
9/10/1992 0:00,204.03,201.79,12.92,-0.11%,0.88%,0.77%,13.36%,0.4969%,0.3810%,63.7951%,61.6596%,59.42%,45.0264%,-0.1111%
9/11/1992 0:00,204.47,201.41,12.47,-0.40%,0.22%,-0.19%,12.92%,0.8801%,0.7690%,73.9606%,73.3991%,74.89%,45.2315%,-0.4040%
9/14/1992 0:00,207.54,204.11,13.00,-0.16%,1.50%,1.34%,12.47%,0.2157%,-0.1883%,55.5979%,42.6549%,32.24%,33.2952%,-0.1609%
9/15/1992 0:00,204.99,201.66,13.63,0.03%,-1.23%,-1.20%,13.00%,1.5014%,1.3405%,86.6707%,86.6183%,88.68%,43.1369%,0.0283%
9/16/1992 0:00,205.29,201.24,14.72,-0.35%,0.15%,-0.21%,13.63%,-1.2287%,-1.2003%,17.1304%,14.8817%,5.24%,51.1431%,-0.3546%
9/17/1992 0:00,205.39,201.05,14.31,-0.14%,0.05%,-0.09%,14.72%,0.1463%,-0.2083%,53.5256%,41.9937%,30.70%,35.2263%,-0.1431%
9/18/1992 0:00,206.54,202.36,13.74,0.09%,0.56%,0.65%,14.31%,0.0487%,-0.0944%,50.5911%,45.7906%,33.27%,43.8818%,0.0917%
9/21/1992 0:00,206.13,202.19,13.45,0.11%,-0.20%,-0.08%,13.74%,0.5599%,0.6516%,65.5619%,70.0394%,66.79%,53.8279%,0.1145%
9/22/1992 0:00,203.45,200.38,13.88,0.40%,-1.30%,-0.90%,13.45%,-0.1985%,-0.0840%,43.1829%,46.1401%,27.75%,54.7923%,0.4050%
9/23/1992 0:00,203.69,200.23,13.83,-0.19%,0.12%,-0.07%,13.88%,-1.3002%,-0.8952%,15.7942%,21.6720%,6.32%,66.6315%,-0.1928%
9/24/1992 0:00,203.83,201.26,13.44,0.45%,0.07%,0.51%,13.83%,0.1180%,-0.0749%,52.6738%,46.4476%,35.36%,41.8045%,0.4457%
9/25/1992 0:00,200.78,200.19,14.80,0.96%,-1.50%,-0.53%,13.44%,0.0687%,0.5144%,51.1936%,65.8900%,47.66%,68.1941%,0.9647%
9/28/1992 0:00,201.37,201.13,15.19,0.18%,0.29%,0.47%,14.80%,-1.4963%,-0.5317%,12.4869%,31.7147%,6.76%,84.7533%,0.1757%
9/29/1992 0:00,201.62,201.31,14.97,-0.03%,0.12%,0.09%,15.19%,0.2939%,0.4696%,57.9176%,64.4871%,55.99%,57.3619%,-0.0347%
9/30/1992 0:00,201.95,202.26,14.28,0.31%,0.16%,0.47%,14.97%,0.1241%,0.0895%,52.8595%,51.9903%,41.62%,48.4668%,0.3082%
10/1/1992 0:00,201.16,201.57,16.31,0.05%,-0.39%,-0.34%,14.28%,0.1637%,0.4719%,54.0447%,64.5612%,51.31%,62.8072%,0.0500%
10/2/1992 0:00,198.23,199.11,17.79,0.24%,-1.46%,-1.22%,16.31%,-0.3912%,-0.3411%,37.5583%,37.6575%,19.00%,52.0642%,0.2361%
10/5/1992 0:00,196.84,197.53,20.01,-0.09%,-0.70%,-0.79%,17.79%,-1.4566%,-1.2204%,13.1152%,14.4910%,4.49%,59.8691%,-0.0923%
10/6/1992 0:00,196.59,198.01,19.95,0.37%,-0.13%,0.24%,20.01%,-0.7012%,-0.7935%,29.0809%,24.2810%,10.17%,46.0227%,0.3700%
10/7/1992 0:00,195.47,196.71,21.02,-0.09%,-0.57%,-0.66%,19.95%,-0.1270%,0.2430%,45.3125%,57.1347%,36.15%,65.2671%,-0.0868%
10/8/1992 0:00,197.61,197.84,19.26,-0.52%,1.09%,0.57%,21.02%,-0.5697%,-0.6565%,32.5704%,28.0497%,12.54%,46.2555%,-0.5203%
10/9/1992 0:00,195.19,195.68,20.51,0.13%,-1.22%,-1.09%,19.26%,1.0948%,0.5744%,78.9339%,67.7339%,72.59%,28.9199%,0.1328%
10/12/1992 0:00,197.05,197.95,19.49,0.21%,0.95%,1.16%,20.51%,-1.2246%,-1.0918%,17.2082%,17.1139%,5.73%,55.5651%,0.2071%
10/13/1992 0:00,198.32,198.69,17.90,-0.27%,0.64%,0.37%,19.49%,0.9529%,1.1601%,75.7122%,83.0413%,80.99%,58.6707%,-0.2707%
10/14/1992 0:00,198.79,198.25,18.42,-0.46%,0.24%,-0.22%,17.90%,0.6445%,0.3738%,67.8808%,61.4287%,61.81%,38.5980%,-0.4584%
10/15/1992 0:00,199.30,198.01,17.11,-0.38%,0.26%,-0.12%,18.42%,0.2370%,-0.2215%,56.2331%,41.5583%,31.15%,31.2141%,-0.3776%
10/16/1992 0:00,200.42,198.79,17.01,-0.17%,0.56%,0.39%,17.11%,0.2566%,-0.1211%,56.8140%,44.8973%,35.49%,34.3215%,-0.1680%
10/19/1992 0:00,202.46,200.08,17.31,-0.37%,1.02%,0.65%,17.01%,0.5620%,0.3939%,65.6190%,62.0772%,61.07%,42.8376%,-0.3689%
10/20/1992 0:00,202.66,200.41,16.87,0.07%,0.10%,0.16%,17.31%,1.0179%,0.6489%,77.2190%,69.9614%,73.94%,34.6619%,0.0661%
10/21/1992 0:00,202.91,200.45,16.62,-0.10%,0.12%,0.02%,16.87%,0.0988%,0.1649%,52.0974%,54.5280%,43.11%,52.7473%,-0.1034%
10/22/1992 0:00,202.60,199.91,15.84,-0.12%,-0.15%,-0.27%,16.62%,0.1234%,0.0200%,52.8358%,49.6437%,39.14%,45.5547%,-0.1166%
10/23/1992 0:00,201.87,200.12,16.46,0.47%,-0.36%,0.11%,15.84%,-0.1528%,-0.2694%,44.5431%,39.9835%,24.19%,44.9971%,0.4654%
10/26/1992 0:00,203.94,201.61,16.32,-0.28%,1.03%,0.74%,16.46%,-0.3603%,0.1050%,38.4452%,52.5145%,26.83%,68.9382%,-0.2809%
10/27/1992 0:00,204.01,201.64,16.24,-0.02%,0.03%,0.01%,16.32%,1.0254%,0.7446%,77.3907%,72.7147%,76.17%,38.1837%,-0.0194%
10/28/1992 0:00,204.77,202.55,15.95,0.08%,0.37%,0.45%,16.24%,0.0343%,0.0149%,50.1580%,49.4723%,36.71%,49.1128%,0.0788%
10/29/1992 0:00,205.62,202.85,15.47,-0.27%,0.42%,0.15%,15.95%,0.3725%,0.4513%,60.2241%,63.9103%,58.05%,53.2820%,-0.2670%
10/30/1992 0:00,204.83,201.98,16.15,-0.04%,-0.38%,-0.43%,15.47%,0.4151%,0.1481%,61.4578%,53.9633%,49.96%,38.7483%,-0.0447%
11/2/1992 0:00,206.82,203.52,16.67,-0.21%,0.97%,0.76%,16.15%,-0.3842%,-0.4289%,37.7583%,34.8735%,17.63%,48.0411%,-0.2091%
11/3/1992 0:00,205.31,202.59,17.33,0.27%,-0.73%,-0.46%,16.67%,0.9715%,0.7625%,76.1497%,73.2158%,75.93%,41.1294%,0.2731%
11/4/1992 0:00,204.03,201.53,16.28,0.10%,-0.62%,-0.52%,17.33%,-0.7301%,-0.4570%,28.3380%,33.9991%,13.16%,61.3855%,0.1002%
11/5/1992 0:00,205.25,201.82,15.38,-0.45%,0.60%,0.14%,16.28%,-0.6234%,-0.5232%,31.1235%,31.9691%,13.57%,54.1896%,-0.4541%
11/6/1992 0:00,205.29,201.46,14.69,-0.20%,0.02%,-0.18%,15.38%,0.5980%,0.1439%,66.6126%,53.8218%,52.17%,31.3796%,-0.1979%
11/9/1992 0:00,206.14,201.81,14.23,-0.24%,0.41%,0.17%,14.69%,0.0195%,-0.1784%,49.7115%,42.9849%,29.83%,41.5949%,-0.2403%
11/10/1992 0:00,206.76,201.57,14.37,-0.42%,0.30%,-0.12%,14.23%,0.4140%,0.1737%,61.4275%,54.8230%,50.98%,39.8404%,-0.4197%
11/11/1992 0:00,209.57,202.28,13.99,-1.01%,1.36%,0.35%,14.37%,0.3008%,-0.1189%,58.1215%,44.9688%,36.06%,32.6889%,-1.0068%
11/12/1992 0:00,209.83,202.42,14.37,-0.05%,0.12%,0.07%,13.99%,1.3591%,0.3522%,84.2197%,60.7280%,65.75%,14.1445%,-0.0549%
11/13/1992 0:00,209.72,202.41,14.61,0.05%,-0.05%,0.00%,14.37%,0.1241%,0.0692%,52.8569%,51.3061%,40.93%,47.6097%,0.0475%
11/16/1992 0:00,208.94,201.61,14.86,-0.02%,-0.37%,-0.40%,14.61%,-0.0524%,-0.0049%,47.5483%,48.8034%,33.67%,51.9556%,-0.0233%
11/17/1992 0:00,208.05,200.90,15.01,0.07%,-0.43%,-0.35%,14.86%,-0.3719%,-0.3952%,38.1109%,35.9326%,18.35%,48.9485%,0.0738%
11/18/1992 0:00,209.98,202.35,14.55,-0.21%,0.93%,0.72%,15.01%,-0.4260%,-0.3522%,36.5671%,37.3039%,18.32%,53.0713%,-0.2059%
11/19/1992 0:00,210.57,202.59,14.33,-0.16%,0.28%,0.12%,14.55%,0.9277%,0.7218%,75.1120%,72.0697%,74.61%,41.2611%,-0.1624%
11/20/1992 0:00,212.01,204.00,13.67,0.01%,0.68%,0.70%,14.33%,0.2810%,0.1186%,57.5374%,52.9711%,46.34%,43.0750%,0.0121%
11/23/1992 0:00,211.01,203.60,13.40,0.28%,-0.47%,-0.20%,13.67%,0.6839%,0.6960%,68.9368%,71.3321%,70.32%,50.4542%,0.2756%
11/24/1992 0:00,212.46,204.66,12.66,-0.17%,0.69%,0.52%,13.40%,-0.4717%,-0.1961%,35.2777%,42.3974%,20.00%,61.4854%,-0.1665%
11/25/1992 0:00,212.84,205.93,12.50,0.44%,0.18%,0.62%,12.66%,0.6872%,0.5206%,69.0250%,66.0829%,66.67%,42.9005%,0.4417%
11/26/1992 0:00,212.84,205.93,12.50,0.00%,0.00%,0.00%,12.50%,0.1789%,0.6205%,54.4991%,69.1206%,53.57%,68.0423%,0.0000%
11/27/1992 0:00,213.14,206.58,12.58,0.17%,0.14%,0.32%,12.50%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.1747%
11/30/1992 0:00,213.30,207.62,13.01,0.43%,0.08%,0.50%,12.58%,0.1410%,0.3156%,53.3637%,59.5327%,47.94%,57.3198%,0.4284%
12/1/1992 0:00,213.10,207.43,12.80,0.00%,-0.09%,-0.09%,13.01%,0.0751%,0.5034%,51.3842%,65.5488%,47.85%,67.5337%,0.0023%
12/2/1992 0:00,212.51,207.04,12.56,0.09%,-0.28%,-0.19%,12.80%,-0.0938%,-0.0915%,46.3076%,45.8880%,30.10%,50.0345%,0.0889%
12/3/1992 0:00,212.61,207.09,12.03,-0.02%,0.05%,0.02%,12.56%,-0.2769%,-0.1880%,40.8718%,42.6648%,23.76%,53.7087%,-0.0229%
12/4/1992 0:00,213.74,208.01,11.81,-0.09%,0.53%,0.44%,12.03%,0.0471%,0.0241%,50.5413%,49.7852%,37.36%,48.9657%,-0.0872%
12/7/1992 0:00,215.36,209.21,12.00,-0.18%,0.76%,0.58%,11.81%,0.5315%,0.4443%,64.7690%,63.6868%,61.83%,46.2378%,-0.1810%
12/8/1992 0:00,215.99,210.12,11.73,0.14%,0.29%,0.43%,12.00%,0.7579%,0.5769%,70.8823%,67.8081%,69.15%,42.2954%,0.1424%
12/9/1992 0:00,215.37,209.30,12.58,-0.10%,-0.29%,-0.39%,11.73%,0.2925%,0.4350%,57.8787%,63.3916%,55.33%,55.9684%,-0.1032%
12/10/1992 0:00,214.52,209.14,12.75,0.32%,-0.39%,-0.08%,12.58%,-0.2871%,-0.3903%,40.5736%,36.0904%,19.57%,45.5631%,0.3182%
12/11/1992 0:00,213.99,208.93,12.34,0.15%,-0.25%,-0.10%,12.75%,-0.3947%,-0.0764%,37.4586%,46.3943%,23.40%,63.2089%,0.1467%
12/14/1992 0:00,213.47,208.63,12.66,0.10%,-0.24%,-0.14%,12.34%,-0.2471%,-0.1004%,41.7475%,45.5893%,26.25%,56.1455%,0.0994%
12/15/1992 0:00,213.29,208.43,12.41,-0.01%,-0.08%,-0.10%,12.66%,-0.2430%,-0.1436%,41.8672%,44.1439%,25.39%,54.1553%,-0.0115%
12/16/1992 0:00,212.52,207.96,12.58,0.14%,-0.36%,-0.23%,12.41%,-0.0843%,-0.0959%,46.5908%,45.7419%,30.20%,49.4485%,0.1355%
12/17/1992 0:00,214.76,209.45,12.14,-0.34%,1.05%,0.72%,12.58%,-0.3610%,-0.2255%,38.4251%,41.4249%,21.49%,55.6775%,-0.3375%
12/18/1992 0:00,217.82,211.52,11.66,-0.44%,1.42%,0.99%,12.14%,1.0540%,0.7165%,78.0345%,71.9197%,75.86%,35.9042%,-0.4365%
12/21/1992 0:00,217.74,211.39,11.65,-0.02%,-0.04%,-0.06%,11.66%,1.4248%,0.9883%,85.3867%,79.1163%,83.99%,32.0439%,-0.0247%
12/22/1992 0:00,217.11,212.06,11.75,0.61%,-0.29%,0.32%,11.65%,-0.0367%,-0.0615%,48.0201%,46.8983%,32.40%,48.8882%,0.6063%
12/23/1992 0:00,215.98,212.20,11.51,0.59%,-0.52%,0.07%,11.75%,-0.2893%,0.3169%,40.5067%,59.5756%,30.85%,74.0274%,0.5865%
12/24/1992 0:00,216.51,212.23,11.57,-0.23%,0.25%,0.01%,11.51%,-0.5205%,0.0660%,33.9197%,51.1984%,22.28%,73.3393%,-0.2313%
12/25/1992 0:00,216.51,212.23,11.57,0.00%,0.00%,0.00%,11.57%,0.2454%,0.0141%,56.4828%,49.4472%,41.35%,40.2133%,0.0000%
12/28/1992 0:00,216.55,211.92,12.22,-0.16%,0.02%,-0.15%,11.57%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,-0.1645%
12/29/1992 0:00,216.03,211.85,12.29,0.21%,-0.24%,-0.03%,12.22%,0.0185%,-0.1461%,49.6809%,44.0611%,30.88%,42.9842%,0.2071%
12/30/1992 0:00,216.31,212.36,12.60,0.11%,0.13%,0.24%,12.29%,-0.2401%,-0.0330%,41.9519%,47.8559%,27.85%,58.6689%,0.1111%
12/31/1992 0:00,214.83,211.94,12.57,0.49%,-0.68%,-0.20%,12.60%,0.1296%,0.2407%,53.0235%,57.0594%,45.99%,54.6499%,0.4864%
1/1/1993 0:00,214.83,211.94,12.57,0.00%,0.00%,0.00%,12.57%,-0.6842%,-0.1978%,29.5221%,42.3411%,16.39%,69.7259%,0.0000%
1/4/1993 0:00,214.00,211.98,13.36,0.41%,-0.39%,0.02%,12.57%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.4052%
1/5/1993 0:00,213.10,211.77,13.35,0.32%,-0.42%,-0.10%,13.36%,-0.3864%,0.0189%,37.6967%,49.6071%,25.05%,66.6421%,0.3215%
1/6/1993 0:00,212.17,213.17,13.37,1.10%,-0.44%,0.66%,13.35%,-0.4206%,-0.0991%,36.7204%,45.6345%,22.49%,63.3401%,1.0975%
1/7/1993 0:00,210.44,211.42,14.72,-0.01%,-0.82%,-0.82%,13.37%,-0.4364%,0.6611%,36.2708%,70.3186%,26.91%,87.8468%,-0.0056%
1/8/1993 0:00,210.22,209.96,13.77,-0.59%,-0.10%,-0.69%,14.72%,-0.8154%,-0.8209%,26.2005%,23.5613%,9.22%,49.7028%,-0.5860%
1/11/1993 0:00,211.09,211.06,12.86,0.11%,0.41%,0.52%,13.77%,-0.1045%,-0.6906%,45.9847%,27.0876%,15.66%,26.5764%,0.1101%
1/12/1993 0:00,210.80,211.41,12.78,0.30%,-0.14%,0.17%,12.86%,0.4139%,0.5239%,61.4218%,66.1845%,60.63%,54.6048%,0.3032%
1/13/1993 0:00,211.55,212.89,12.42,0.34%,0.36%,0.70%,12.78%,-0.1374%,0.1658%,45.0025%,54.5580%,34.69%,62.6047%,0.3443%
1/14/1993 0:00,213.03,214.42,11.99,0.02%,0.70%,0.72%,12.42%,0.3558%,0.7001%,59.7359%,71.4494%,61.26%,64.2495%,0.0191%
1/15/1993 0:00,213.66,215.14,11.57,0.04%,0.30%,0.34%,11.99%,0.6996%,0.7187%,69.3549%,71.9823%,71.02%,50.7497%,0.0401%
1/18/1993 0:00,212.85,215.93,11.49,0.75%,-0.38%,0.37%,11.57%,0.2957%,0.3358%,57.9731%,60.1920%,53.33%,51.6404%,0.7463%
1/19/1993 0:00,211.00,216.53,12.06,1.15%,-0.87%,0.28%,11.49%,-0.3791%,0.3672%,37.9046%,61.2140%,28.12%,78.6205%,1.1470%
1/20/1993 0:00,210.54,215.38,12.15,-0.31%,-0.22%,-0.53%,12.06%,-0.8692%,0.2779%,24.8965%,58.2896%,15.93%,88.8787%,-0.3131%
1/21/1993 0:00,211.72,216.26,11.69,-0.15%,0.56%,0.41%,12.15%,-0.2180%,-0.5311%,42.6052%,31.7312%,17.67%,36.8816%,-0.1519%
1/22/1993 0:00,211.91,216.67,11.30,0.10%,0.09%,0.19%,11.69%,0.5605%,0.4086%,65.5773%,62.5483%,61.46%,43.5143%,0.0998%
1/25/1993 0:00,213.62,218.35,11.38,-0.03%,0.81%,0.78%,11.30%,0.0897%,0.1896%,51.8255%,55.3538%,43.44%,54.1736%,-0.0316%
1/26/1993 0:00,213.08,218.59,11.45,0.36%,-0.25%,0.11%,11.38%,0.8069%,0.7754%,72.1376%,73.5747%,73.89%,48.5976%,0.3627%
1/27/1993 0:00,211.81,217.76,12.01,0.22%,-0.60%,-0.38%,11.45%,-0.2528%,0.1099%,41.5791%,52.6784%,30.03%,64.9793%,0.2163%
1/28/1993 0:00,212.05,217.80,12.04,-0.09%,0.11%,0.02%,12.01%,-0.5960%,-0.3797%,31.8586%,36.4251%,15.60%,59.0508%,-0.0949%
1/29/1993 0:00,212.39,217.79,12.42,-0.16%,0.16%,0.00%,12.04%,0.1133%,0.0184%,52.5339%,49.5901%,38.84%,45.9121%,-0.1649%
2/1/1993 0:00,213.76,220.12,12.33,0.42%,0.65%,1.07%,12.42%,0.1603%,-0.0046%,53.9449%,48.8151%,38.98%,42.9679%,0.4248%
2/2/1993 0:00,213.33,220.88,12.25,0.55%,-0.20%,0.35%,12.33%,0.6450%,1.0698%,67.8952%,81.0424%,73.76%,67.3968%,0.5464%
2/3/1993 0:00,215.56,222.94,12.12,-0.11%,1.05%,0.93%,12.25%,-0.2012%,0.3453%,43.1042%,60.5011%,34.25%,71.9190%,-0.1127%
2/4/1993 0:00,215.76,225.36,12.29,0.99%,0.09%,1.09%,12.12%,1.0453%,0.9326%,77.8401%,77.7375%,79.69%,45.1625%,0.9927%
2/5/1993 0:00,215.00,224.98,12.90,0.18%,-0.35%,-0.17%,12.29%,0.0928%,1.0855%,51.9170%,81.3993%,51.44%,85.4459%,0.1836%
2/8/1993 0:00,213.93,224.93,13.22,0.48%,-0.50%,-0.02%,12.90%,-0.3522%,-0.1686%,38.6781%,43.3094%,22.68%,57.6926%,0.4755%
2/9/1993 0:00,212.39,223.87,13.48,0.25%,-0.72%,-0.47%,13.22%,-0.4977%,-0.0222%,34.5517%,48.2203%,21.88%,69.3166%,0.2486%
2/10/1993 0:00,213.14,224.14,13.43,-0.23%,0.35%,0.12%,13.48%,-0.7199%,-0.4713%,28.6003%,33.5568%,13.12%,60.3818%,-0.2325%
2/11/1993 0:00,213.69,224.83,12.69,0.05%,0.26%,0.31%,13.43%,0.3531%,0.1206%,59.6581%,53.0384%,47.78%,40.1613%,0.0498%
2/12/1993 0:00,212.12,223.58,12.38,0.18%,-0.73%,-0.56%,12.69%,0.2580%,0.3078%,56.8583%,59.2768%,51.59%,52.0538%,0.1787%
2/15/1993 0:00,212.12,223.58,12.38,0.00%,0.00%,0.00%,12.38%,-0.7347%,-0.5560%,28.2205%,30.9850%,12.13%,57.4886%,0.0000%
2/16/1993 0:00,206.11,218.53,15.76,0.57%,-2.83%,-2.26%,12.38%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.5746%
2/17/1993 0:00,204.99,218.43,15.90,0.50%,-0.54%,-0.05%,15.76%,-2.8333%,-2.2587%,1.5395%,2.6367%,0.84%,72.9217%,0.4976%
2/18/1993 0:00,204.42,217.88,15.56,0.03%,-0.28%,-0.25%,15.90%,-0.5434%,-0.0458%,33.2888%,47.4270%,20.61%,70.1415%,0.0263%
2/19/1993 0:00,203.78,220.62,15.02,1.57%,-0.31%,1.26%,15.56%,-0.2781%,-0.2518%,40.8368%,40.5597%,22.43%,51.0548%,1.5707%
2/22/1993 0:00,202.45,222.21,14.70,1.37%,-0.65%,0.72%,15.02%,-0.3131%,1.2576%,39.8138%,85.0439%,31.54%,95.2667%,1.3734%
2/23/1993 0:00,203.34,221.12,15.04,-0.93%,0.44%,-0.49%,14.70%,-0.6527%,0.7207%,30.3487%,72.0397%,20.77%,92.8014%,-0.9301%
2/24/1993 0:00,207.33,223.24,14.72,-1.00%,1.96%,0.96%,15.04%,0.4396%,-0.4905%,62.1632%,32.9645%,22.73%,16.0556%,-1.0035%
2/25/1993 0:00,207.90,224.38,13.76,0.24%,0.27%,0.51%,14.72%,1.9622%,0.9588%,92.7668%,78.3909%,85.38%,14.2247%,0.2357%
2/26/1993 0:00,208.52,224.70,13.16,-0.16%,0.30%,0.14%,13.76%,0.2749%,0.5107%,57.3583%,65.7736%,56.01%,59.8528%,-0.1556%
3/1/1993 0:00,208.24,224.14,13.60,-0.11%,-0.13%,-0.25%,13.16%,0.2982%,0.1426%,58.0464%,53.7787%,47.60%,43.3583%,-0.1149%
3/2/1993 0:00,211.10,226.41,12.49,-0.36%,1.37%,1.01%,13.60%,-0.1343%,-0.2492%,45.0952%,40.6443%,25.01%,45.0678%,-0.3607%
3/3/1993 0:00,211.98,227.34,13.13,-0.01%,0.42%,0.41%,12.49%,1.3734%,1.0128%,84.4794%,79.7058%,84.03%,34.9879%,-0.0061%
3/4/1993 0:00,210.66,226.80,13.44,0.39%,-0.62%,-0.24%,13.13%,0.4169%,0.4108%,61.5087%,62.6182%,58.35%,49.6795%,0.3852%
3/5/1993 0:00,209.99,226.38,14.08,0.13%,-0.32%,-0.19%,13.44%,-0.6227%,-0.2375%,31.1434%,41.0285%,16.91%,65.8617%,0.1329%
3/8/1993 0:00,213.89,229.92,16.22,-0.29%,1.86%,1.56%,14.08%,-0.3180%,-0.1852%,39.6693%,42.7588%,23.03%,55.5659%,-0.2935%
3/9/1993 0:00,213.48,230.51,14.17,0.45%,-0.19%,0.26%,16.22%,1.8572%,1.5637%,91.6117%,90.2752%,91.88%,37.6719%,0.4483%
3/10/1993 0:00,215.04,231.14,13.91,-0.46%,0.73%,0.27%,14.17%,-0.1917%,0.2566%,43.3853%,57.5863%,33.85%,68.2936%,-0.4574%
3/11/1993 0:00,214.21,229.84,14.26,-0.18%,-0.39%,-0.56%,13.91%,0.7307%,0.2733%,70.1750%,58.1389%,59.19%,31.2518%,-0.1765%
3/12/1993 0:00,212.64,227.90,15.66,-0.11%,-0.73%,-0.84%,14.26%,-0.3860%,-0.5624%,37.7076%,30.7926%,15.48%,42.4864%,-0.1111%
3/15/1993 0:00,213.29,228.69,14.74,0.04%,0.31%,0.35%,15.66%,-0.7329%,-0.8441%,28.2660%,22.9634%,9.53%,45.2281%,0.0410%
3/16/1993 0:00,212.55,229.35,14.51,0.64%,-0.35%,0.29%,14.74%,0.3057%,0.3466%,58.2663%,60.5459%,53.87%,51.6788%,0.6355%
3/17/1993 0:00,210.77,227.97,14.53,0.24%,-0.84%,-0.60%,14.51%,-0.3469%,0.2886%,38.8312%,58.6437%,28.77%,75.0274%,0.2357%
3/18/1993 0:00,211.98,229.92,14.17,0.28%,0.57%,0.86%,14.53%,-0.8375%,-0.6017%,25.6612%,29.6336%,10.83%,59.8533%,0.2813%
3/19/1993 0:00,210.58,229.59,13.23,0.52%,-0.66%,-0.14%,14.17%,0.5741%,0.8554%,65.9549%,75.7407%,69.89%,61.7169%,0.5169%
3/22/1993 0:00,209.59,229.12,13.66,0.27%,-0.47%,-0.20%,13.23%,-0.6604%,-0.1435%,30.1440%,44.1459%,17.33%,70.8498%,0.2654%
3/23/1993 0:00,209.50,229.00,13.02,-0.01%,-0.04%,-0.05%,13.66%,-0.4701%,-0.2047%,35.3210%,42.1114%,19.90%,61.0702%,-0.0094%
3/24/1993 0:00,208.86,228.95,12.44,0.28%,-0.31%,-0.02%,13.02%,-0.0429%,-0.0524%,47.8333%,47.2042%,32.52%,49.5381%,0.2837%
3/25/1993 0:00,210.38,230.27,12.08,-0.15%,0.73%,0.58%,12.44%,-0.3055%,-0.0218%,40.0350%,48.2335%,26.42%,61.8130%,-0.1512%
3/26/1993 0:00,208.80,229.67,12.21,0.49%,-0.75%,-0.26%,12.08%,0.7278%,0.5765%,70.0968%,67.7975%,68.68%,43.5424%,0.4905%
3/29/1993 0:00,210.33,230.52,12.63,-0.36%,0.73%,0.37%,12.21%,-0.7510%,-0.2606%,27.8061%,40.2724%,14.82%,69.8757%,-0.3627%
3/30/1993 0:00,211.95,230.45,12.23,-0.80%,0.77%,-0.03%,12.63%,0.7328%,0.3701%,70.2276%,61.3078%,62.84%,34.9088%,-0.8006%
3/31/1993 0:00,212.06,230.63,12.53,0.03%,0.05%,0.08%,12.23%,0.7702%,-0.0304%,71.1995%,47.9458%,43.66%,19.6500%,0.0262%
4/1/1993 0:00,211.05,230.11,13.02,0.25%,-0.48%,-0.23%,12.53%,0.0519%,0.0781%,50.6870%,51.6063%,39.20%,51.0524%,0.2508%
4/2/1993 0:00,205.84,226.34,14.50,0.83%,-2.47%,-1.64%,13.02%,-0.4763%,-0.2255%,35.1487%,41.4257%,19.48%,60.4724%,0.8303%
4/5/1993 0:00,205.52,227.56,14.12,0.69%,-0.16%,0.54%,14.50%,-2.4686%,-1.6383%,2.9742%,7.8952%,1.57%,81.1310%,0.6945%
4/6/1993 0:00,203.67,228.20,14.24,1.18%,-0.90%,0.28%,14.12%,-0.1555%,0.5390%,44.4631%,66.6505%,37.22%,76.9777%,1.1814%
4/7/1993 0:00,203.95,229.67,13.64,0.51%,0.14%,0.64%,14.24%,-0.9002%,0.2812%,24.1608%,58.4011%,15.42%,89.5571%,0.5067%
4/8/1993 0:00,202.78,229.82,12.83,0.64%,-0.57%,0.07%,13.64%,0.1375%,0.6442%,53.2595%,69.8213%,51.93%,70.4753%,0.6390%
4/9/1993 0:00,202.78,229.82,12.83,0.00%,0.00%,0.00%,12.83%,-0.5737%,0.0653%,32.4629%,51.1746%,21.03%,75.1435%,0.0000%
4/12/1993 0:00,206.14,232.49,11.93,-0.50%,1.66%,1.16%,12.83%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,-0.4952%
4/13/1993 0:00,206.34,233.77,11.70,0.45%,0.10%,0.55%,11.93%,1.6570%,1.1618%,89.0334%,83.0781%,87.78%,29.8427%,0.4535%
