date,rlg_price,rlv_price,vix_price,spread,rlg_return,rlv_return,vix_index,r_growth_(t-1),r_value_(t-1),p_growth_(t-1),p_value_(t-1),p_joint_(t-1),p_spread_(t-1),spread
datetime,float,float,float,float,float,float,float,float,float,float,float,float,float,float
T,,,,,,,,,,,,,,
2/22/2012 0:00,638.68,670.22,18.19,-0.46%,-0.11%,-0.57%,18.19%,0.0855%,-0.0584%,51.6971%,47.0007%,35.35%,43.8498%,-0.4619%
2/23/2012 0:00,641.40,673.70,16.80,0.09%,0.43%,0.52%,18.19%,-0.1082%,-0.5701%,45.8742%,30.5638%,17.93%,31.0839%,0.0935%
2/24/2012 0:00,643.64,673.51,17.31,-0.38%,0.35%,-0.03%,16.80%,0.4265%,0.5200%,61.7865%,66.0629%,60.92%,53.9044%,-0.3770%
2/27/2012 0:00,643.71,675.05,18.19,0.22%,0.01%,0.23%,17.31%,0.3485%,-0.0285%,59.5217%,48.0087%,40.86%,34.3472%,0.2171%
2/28/2012 0:00,646.09,676.33,17.96,-0.18%,0.37%,0.19%,18.19%,0.0117%,0.2288%,49.4756%,56.6625%,41.42%,59.0854%,-0.1795%
2/29/2012 0:00,643.34,672.68,18.43,-0.11%,-0.42%,-0.54%,17.96%,0.3686%,0.1892%,60.1109%,55.3399%,50.73%,42.3606%,-0.1145%
3/1/2012 0:00,647.41,677.12,17.26,0.03%,0.63%,0.66%,18.43%,-0.4246%,-0.5391%,36.6069%,31.4908%,15.44%,45.0850%,0.0274%
3/2/2012 0:00,645.27,674.44,17.29,-0.06%,-0.33%,-0.40%,17.26%,0.6326%,0.6600%,67.5592%,70.2879%,68.62%,51.1035%,-0.0643%
3/5/2012 0:00,641.68,672.53,18.05,0.27%,-0.56%,-0.28%,17.29%,-0.3310%,-0.3954%,39.2927%,35.9290%,18.89%,47.2074%,0.2730%
3/6/2012 0:00,632.17,661.10,20.87,-0.22%,-1.48%,-1.70%,18.05%,-0.5562%,-0.2832%,32.9385%,39.5329%,17.38%,61.3797%,-0.2187%
3/7/2012 0:00,636.45,666.35,19.07,0.12%,0.68%,0.79%,20.87%,-1.4820%,-1.7007%,12.7102%,7.1467%,2.93%,40.7319%,0.1172%
3/8/2012 0:00,643.36,672.51,17.95,-0.16%,1.09%,0.92%,19.07%,0.6773%,0.7946%,68.7631%,74.1038%,71.72%,54.9080%,-0.1608%
3/9/2012 0:00,645.67,675.59,17.11,0.10%,0.36%,0.46%,17.95%,1.0852%,0.9244%,78.7249%,77.5303%,80.03%,43.1411%,0.0982%
3/12/2012 0:00,645.49,675.26,15.64,-0.02%,-0.03%,-0.05%,17.11%,0.3595%,0.4577%,59.8448%,64.1126%,57.80%,54.1028%,-0.0194%
3/13/2012 0:00,656.32,688.59,14.80,0.30%,1.68%,1.97%,15.64%,-0.0290%,-0.0484%,48.2536%,47.3380%,33.00%,49.1130%,0.2959%
3/14/2012 0:00,656.23,686.24,15.31,-0.33%,-0.01%,-0.34%,14.80%,1.6781%,1.9741%,89.3299%,94.9973%,92.45%,62.3110%,-0.3273%
3/15/2012 0:00,659.46,691.42,15.42,0.26%,0.49%,0.75%,15.31%,-0.0136%,-0.3408%,48.7168%,37.6672%,24.44%,36.3131%,0.2625%
3/16/2012 0:00,659.86,692.28,14.47,0.06%,0.06%,0.12%,15.42%,0.4917%,0.7543%,63.6495%,72.9869%,66.35%,60.9512%,0.0639%
3/19/2012 0:00,663.15,694.07,15.04,-0.24%,0.50%,0.26%,14.47%,0.0605%,0.1244%,50.9460%,53.1655%,40.80%,52.6510%,-0.2409%
3/20/2012 0:00,660.59,691.90,15.58,0.07%,-0.39%,-0.31%,15.04%,0.4994%,0.2584%,63.8646%,57.6463%,55.61%,39.8152%,0.0736%
3/21/2012 0:00,660.28,690.05,15.13,-0.22%,-0.05%,-0.27%,15.58%,-0.3854%,-0.3118%,37.7231%,38.6043%,19.58%,53.0651%,-0.2203%
3/22/2012 0:00,656.32,683.71,15.57,-0.32%,-0.60%,-0.92%,15.13%,-0.0480%,-0.2682%,47.6816%,40.0210%,25.96%,40.6671%,-0.3186%
3/23/2012 0:00,657.63,687.08,14.82,0.29%,0.20%,0.49%,15.57%,-0.5997%,-0.9183%,31.7582%,21.1015%,9.65%,36.6608%,0.2937%
3/26/2012 0:00,667.37,695.94,14.26,-0.19%,1.48%,1.29%,14.82%,0.1998%,0.4935%,55.1235%,65.2382%,53.01%,62.2216%,-0.1920%
3/27/2012 0:00,666.18,692.98,15.59,-0.25%,-0.18%,-0.43%,14.26%,1.4812%,1.2892%,86.3397%,85.6583%,88.14%,41.8381%,-0.2472%
3/28/2012 0:00,662.43,689.82,15.47,0.11%,-0.56%,-0.46%,15.59%,-0.1782%,-0.4253%,43.7872%,34.9852%,20.25%,39.5594%,0.1076%
3/29/2012 0:00,662.06,688.24,15.48,-0.17%,-0.05%,-0.23%,15.47%,-0.5634%,-0.4557%,32.7432%,34.0377%,15.05%,54.5032%,-0.1750%
3/30/2012 0:00,663.73,691.34,15.50,0.20%,0.25%,0.45%,15.48%,-0.0549%,-0.2299%,47.4724%,41.2792%,26.93%,42.5487%,0.2000%
4/2/2012 0:00,669.45,695.55,15.64,-0.25%,0.86%,0.61%,15.50%,0.2510%,0.4510%,56.6503%,63.9010%,54.24%,58.3731%,-0.2535%
4/3/2012 0:00,668.49,691.76,15.66,-0.40%,-0.14%,-0.55%,15.64%,0.8626%,0.6091%,73.5291%,68.7790%,71.32%,39.3015%,-0.4028%
4/4/2012 0:00,661.05,684.83,16.44,0.11%,-1.11%,-1.00%,15.66%,-0.1433%,-0.5460%,44.8273%,31.2821%,18.10%,33.3409%,0.1125%
4/5/2012 0:00,662.56,682.15,16.70,-0.62%,0.23%,-0.39%,16.44%,-1.1131%,-1.0006%,19.4394%,19.1455%,6.59%,54.7063%,-0.6202%
4/6/2012 0:00,662.56,682.15,16.70,0.00%,0.00%,0.00%,16.70%,0.2290%,-0.3912%,55.9962%,36.0607%,25.11%,25.3956%,0.0000%
4/9/2012 0:00,655.70,673.55,18.81,-0.23%,-1.04%,-1.26%,16.70%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,-0.2265%
4/10/2012 0:00,644.10,661.41,20.39,-0.03%,-1.77%,-1.80%,18.81%,-1.0355%,-1.2620%,21.0907%,13.7037%,5.52%,40.4090%,-0.0313%
4/11/2012 0:00,648.59,667.30,20.02,0.19%,0.70%,0.89%,20.39%,-1.7703%,-1.8017%,8.7278%,6.0528%,2.28%,48.6072%,0.1927%
4/12/2012 0:00,657.68,677.03,17.20,0.06%,1.40%,1.46%,20.02%,0.6973%,0.8899%,69.2929%,76.6452%,73.38%,58.0690%,0.0567%
4/13/2012 0:00,650.44,667.84,19.55,-0.26%,-1.10%,-1.36%,17.20%,1.4021%,1.4589%,84.9904%,88.6602%,88.58%,52.3486%,-0.2575%
4/16/2012 0:00,647.49,670.13,19.55,0.80%,-0.45%,0.34%,19.55%,-1.1005%,-1.3580%,19.7014%,12.0013%,4.88%,39.1378%,0.7978%
4/17/2012 0:00,658.84,678.96,18.46,-0.44%,1.75%,1.32%,19.55%,-0.4540%,0.3438%,35.7743%,60.4532%,25.71%,80.1824%,-0.4362%
4/18/2012 0:00,657.29,675.22,18.64,-0.32%,-0.23%,-0.55%,18.46%,1.7528%,1.3166%,90.3302%,86.1762%,89.85%,32.0583%,-0.3150%
4/19/2012 0:00,652.25,673.17,18.36,0.46%,-0.77%,-0.30%,18.64%,-0.2347%,-0.5497%,42.1134%,31.1735%,17.16%,36.8046%,0.4621%
4/20/2012 0:00,652.54,674.33,17.44,0.13%,0.04%,0.17%,18.36%,-0.7665%,-0.3043%,27.4162%,38.8455%,14.22%,68.8167%,0.1285%
4/23/2012 0:00,646.68,668.70,18.97,0.06%,-0.90%,-0.84%,17.44%,0.0445%,0.1729%,50.4632%,54.7955%,41.48%,55.3803%,0.0622%
4/24/2012 0:00,646.30,673.59,18.10,0.79%,-0.06%,0.73%,18.97%,-0.8980%,-0.8358%,24.2110%,23.1764%,8.63%,52.5814%,0.7919%
4/25/2012 0:00,658.61,679.62,16.82,-1.01%,1.90%,0.89%,18.10%,-0.0598%,0.7320%,47.3254%,72.3611%,42.48%,80.0061%,-1.0096%
4/26/2012 0:00,662.37,685.12,16.24,0.24%,0.57%,0.81%,16.82%,1.9045%,0.8949%,92.1482%,76.7742%,83.94%,14.0775%,0.2370%
4/27/2012 0:00,665.50,685.58,16.32,-0.40%,0.47%,0.07%,16.24%,0.5721%,0.8091%,65.9004%,74.5004%,69.32%,59.9053%,-0.4036%
4/30/2012 0:00,662.23,683.18,17.15,0.14%,-0.49%,-0.35%,16.32%,0.4712%,0.0676%,63.0655%,51.2511%,47.06%,33.3093%,0.1394%
5/1/2012 0:00,664.23,688.70,16.60,0.51%,0.30%,0.81%,17.15%,-0.4900%,-0.3507%,34.7651%,37.3524%,17.43%,55.8392%,0.5066%
5/2/2012 0:00,664.46,685.51,16.88,-0.50%,0.03%,-0.46%,16.60%,0.3014%,0.8080%,58.1403%,74.4694%,60.16%,70.4713%,-0.4981%
5/3/2012 0:00,658.91,679.43,17.56,-0.05%,-0.84%,-0.89%,16.88%,0.0345%,-0.4636%,50.1626%,33.7925%,21.64%,29.7351%,-0.0514%
5/4/2012 0:00,647.01,669.94,19.16,0.41%,-1.81%,-1.40%,17.56%,-0.8354%,-0.8868%,25.7107%,21.8814%,8.61%,47.7572%,0.4092%
5/7/2012 0:00,646.64,670.98,18.94,0.21%,-0.06%,0.15%,19.16%,-1.8051%,-1.3959%,8.3185%,11.3718%,3.07%,66.7968%,0.2129%
5/8/2012 0:00,643.71,668.32,19.05,0.06%,-0.45%,-0.40%,18.94%,-0.0581%,0.1548%,47.3774%,54.1876%,37.38%,58.9096%,0.0574%
5/9/2012 0:00,640.08,663.49,20.08,-0.16%,-0.56%,-0.72%,19.05%,-0.4536%,-0.3961%,35.7862%,35.9041%,17.26%,52.3780%,-0.1597%
5/10/2012 0:00,640.27,666.59,18.83,0.44%,0.03%,0.47%,20.08%,-0.5627%,-0.7224%,32.7618%,26.2028%,11.87%,43.1857%,0.4377%
5/11/2012 0:00,639.93,663.01,19.89,-0.48%,-0.05%,-0.54%,18.83%,0.0297%,0.4674%,50.0183%,64.4184%,45.40%,67.8901%,-0.4839%
5/14/2012 0:00,632.81,655.34,21.87,-0.04%,-1.11%,-1.16%,19.89%,-0.0542%,-0.5381%,47.4951%,31.5203%,19.08%,30.2606%,-0.0447%
5/15/2012 0:00,629.91,650.83,21.97,-0.23%,-0.46%,-0.69%,21.87%,-1.1115%,-1.1562%,19.4720%,15.7638%,5.81%,48.0399%,-0.2288%
5/16/2012 0:00,627.19,647.56,22.27,-0.07%,-0.43%,-0.50%,21.97%,-0.4595%,-0.6883%,35.6185%,27.1500%,13.08%,40.3142%,-0.0719%
5/17/2012 0:00,615.21,638.64,24.49,0.53%,-1.91%,-1.38%,22.27%,-0.4312%,-0.5030%,36.4192%,32.5818%,15.91%,46.8882%,0.5323%
5/18/2012 0:00,609.62,634.26,25.10,0.22%,-0.91%,-0.68%,24.49%,-1.9096%,-1.3773%,7.1757%,11.6769%,2.89%,71.4096%,0.2236%
5/21/2012 0:00,623.38,641.39,22.01,-1.13%,2.26%,1.12%,25.10%,-0.9085%,-0.6849%,23.9656%,27.2468%,9.65%,59.3509%,-1.1322%
5/22/2012 0:00,622.99,642.71,22.48,0.27%,-0.06%,0.21%,22.01%,2.2563%,1.1241%,95.3574%,82.2623%,88.87%,11.3649%,0.2685%
5/23/2012 0:00,625.53,642.63,22.33,-0.42%,0.41%,-0.01%,22.48%,-0.0627%,0.2058%,47.2390%,55.8958%,38.13%,61.1971%,-0.4202%
5/24/2012 0:00,625.06,644.97,21.54,0.44%,-0.07%,0.36%,22.33%,0.4074%,-0.0128%,61.2352%,48.5396%,42.30%,32.6712%,0.4385%
5/25/2012 0:00,623.29,644.27,21.76,0.17%,-0.28%,-0.11%,21.54%,-0.0750%,0.3635%,46.8711%,61.0941%,39.63%,67.9203%,0.1743%
5/28/2012 0:00,623.29,644.27,21.76,0.00%,0.00%,0.00%,21.76%,-0.2825%,-0.1082%,40.7057%,45.3273%,25.29%,57.3040%,0.0000%
5/29/2012 0:00,630.59,651.29,21.03,-0.08%,1.17%,1.09%,21.76%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,-0.0802%
5/30/2012 0:00,621.66,640.93,24.14,-0.17%,-1.42%,-1.59%,21.03%,1.1706%,1.0904%,80.5463%,81.5099%,83.25%,46.5365%,-0.1748%
5/31/2012 0:00,618.35,641.28,24.06,0.58%,-0.53%,0.05%,24.14%,-1.4163%,-1.5911%,13.7726%,8.4999%,3.34%,42.5539%,0.5850%
6/1/2012 0:00,602.28,625.53,26.66,0.14%,-2.60%,-2.46%,24.06%,-0.5310%,0.0540%,33.6294%,50.7923%,21.92%,73.2866%,0.1442%
6/4/2012 0:00,603.10,623.74,26.12,-0.42%,0.14%,-0.29%,26.66%,-2.5998%,-2.4556%,2.3651%,1.7703%,0.89%,56.0440%,-0.4218%
6/5/2012 0:00,606.13,628.97,24.68,0.34%,0.50%,0.84%,26.12%,0.1363%,-0.2855%,53.2246%,39.4573%,27.88%,32.6066%,0.3356%
6/6/2012 0:00,619.57,643.98,22.16,0.17%,2.22%,2.39%,24.68%,0.5021%,0.8377%,63.9415%,75.2701%,67.57%,63.9045%,0.1686%
6/7/2012 0:00,618.93,643.68,21.72,0.06%,-0.10%,-0.05%,22.16%,2.2179%,2.3864%,95.0683%,97.6899%,95.65%,57.0649%,0.0558%
6/8/2012 0:00,623.57,649.15,21.23,0.10%,0.75%,0.85%,21.72%,-0.1030%,-0.0472%,46.0317%,47.3783%,31.10%,52.3071%,0.1012%
6/11/2012 0:00,614.83,640.85,23.56,0.12%,-1.40%,-1.28%,21.23%,0.7492%,0.8504%,70.6558%,75.6096%,73.98%,54.2323%,0.1228%
6/12/2012 0:00,621.50,648.69,22.09,0.14%,1.08%,1.22%,23.56%,-1.4013%,-1.2784%,14.0235%,13.4014%,4.43%,55.1441%,0.1388%
6/13/2012 0:00,615.53,644.97,24.27,0.39%,-0.96%,-0.57%,22.09%,1.0845%,1.2234%,78.7094%,84.3604%,83.48%,55.8177%,0.3865%
6/14/2012 0:00,620.65,652.98,21.68,0.41%,0.83%,1.24%,24.27%,-0.9603%,-0.5738%,22.7686%,30.4558%,10.09%,65.9132%,0.4101%
6/15/2012 0:00,627.70,658.90,21.11,-0.23%,1.14%,0.91%,21.68%,0.8316%,1.2418%,72.7599%,84.7305%,79.32%,66.8318%,-0.2301%
6/18/2012 0:00,630.84,658.43,18.32,-0.57%,0.50%,-0.07%,21.11%,1.1364%,0.9063%,79.8285%,77.0679%,80.29%,40.2618%,-0.5697%
6/19/2012 0:00,637.40,664.74,18.38,-0.08%,1.04%,0.96%,18.32%,0.4991%,-0.0706%,63.8581%,46.5917%,40.10%,27.1500%,-0.0822%
6/20/2012 0:00,636.16,664.02,17.24,0.09%,-0.19%,-0.11%,18.38%,1.0400%,0.9579%,77.7214%,78.3693%,79.99%,46.4525%,0.0868%
6/21/2012 0:00,620.46,650.25,20.08,0.39%,-2.47%,-2.07%,17.24%,-0.1944%,-0.1076%,43.3052%,45.3495%,27.29%,53.6229%,0.3941%
6/22/2012 0:00,624.76,654.85,18.11,0.01%,0.69%,0.71%,20.08%,-2.4678%,-2.0737%,2.9784%,3.7491%,1.22%,66.2083%,0.0131%
6/25/2012 0:00,614.55,644.30,20.38,0.02%,-1.63%,-1.61%,18.11%,0.6938%,0.7070%,69.2023%,71.6473%,70.70%,50.4961%,0.0239%
6/26/2012 0:00,617.37,647.89,19.72,0.10%,0.46%,0.56%,20.38%,-1.6345%,-1.6106%,10.4692%,8.2465%,2.89%,50.9559%,0.0980%
6/27/2012 0:00,621.13,655.25,19.45,0.53%,0.61%,1.14%,19.72%,0.4592%,0.5572%,62.7237%,67.2081%,62.51%,54.0954%,0.5267%
6/28/2012 0:00,618.00,656.03,19.71,0.62%,-0.50%,0.12%,19.45%,0.6090%,1.1357%,66.9162%,82.5151%,73.15%,71.2047%,0.6237%
6/29/2012 0:00,634.43,671.67,17.08,-0.27%,2.66%,2.38%,19.71%,-0.5042%,0.1195%,34.3693%,53.0011%,23.13%,74.6262%,-0.2747%
7/2/2012 0:00,636.91,672.88,16.80,-0.21%,0.39%,0.18%,17.08%,2.6579%,2.3833%,97.6348%,97.6752%,96.54%,38.4359%,-0.2105%
7/3/2012 0:00,641.46,677.26,16.66,-0.06%,0.71%,0.65%,16.80%,0.3915%,0.1810%,60.7762%,55.0678%,50.86%,41.0711%,-0.0631%
7/4/2012 0:00,641.46,677.26,16.66,0.00%,0.00%,0.00%,16.66%,0.7139%,0.6508%,69.7330%,70.0160%,70.04%,47.2586%,0.0000%
7/5/2012 0:00,641.40,671.73,17.50,-0.81%,-0.01%,-0.82%,16.66%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,-0.8070%
7/6/2012 0:00,634.40,665.98,17.10,0.24%,-1.09%,-0.86%,17.50%,-0.0100%,-0.8170%,48.8247%,23.6650%,14.00%,19.4616%,0.2360%
7/9/2012 0:00,633.86,663.91,17.98,-0.23%,-0.08%,-0.31%,17.10%,-1.0914%,-0.8554%,19.8938%,22.6734%,7.48%,59.8623%,-0.2280%
7/10/2012 0:00,628.52,658.27,18.72,-0.01%,-0.84%,-0.85%,17.98%,-0.0837%,-0.3117%,46.6093%,38.6065%,24.23%,40.3468%,-0.0061%
7/11/2012 0:00,625.75,660.48,17.95,0.78%,-0.44%,0.34%,18.72%,-0.8439%,-0.8500%,25.5053%,22.8122%,8.84%,49.6799%,0.7778%
7/12/2012 0:00,622.83,657.35,18.33,-0.01%,-0.47%,-0.48%,17.95%,-0.4407%,0.3371%,36.1490%,60.2347%,26.08%,79.5848%,-0.0094%
7/13/2012 0:00,632.07,668.93,16.74,0.28%,1.48%,1.76%,18.33%,-0.4657%,-0.4751%,35.4457%,33.4382%,15.93%,49.5386%,0.2786%
7/16/2012 0:00,630.20,667.44,17.11,0.07%,-0.30%,-0.22%,16.74%,1.4832%,1.7618%,86.3726%,92.8535%,90.49%,61.6057%,0.0740%
7/17/2012 0:00,633.97,673.13,16.48,0.25%,0.60%,0.85%,17.11%,-0.2957%,-0.2217%,40.3208%,41.5501%,22.73%,53.0799%,0.2534%
7/18/2012 0:00,639.68,675.85,16.16,-0.50%,0.90%,0.40%,16.48%,0.5979%,0.8513%,66.6113%,75.6329%,70.50%,60.5786%,-0.4961%
7/19/2012 0:00,643.96,675.05,15.45,-0.79%,0.67%,-0.12%,16.16%,0.9005%,0.4044%,74.4583%,62.4136%,65.65%,29.8077%,-0.7866%
7/20/2012 0:00,636.34,669.28,16.27,0.33%,-1.18%,-0.86%,15.45%,0.6688%,-0.1178%,68.5338%,45.0072%,38.41%,20.0666%,0.3266%
7/23/2012 0:00,630.16,663.28,18.62,0.08%,-0.97%,-0.90%,16.27%,-1.1822%,-0.8556%,18.0366%,22.6674%,7.04%,63.5441%,0.0759%
7/24/2012 0:00,624.40,656.89,20.47,-0.05%,-0.91%,-0.96%,18.62%,-0.9720%,-0.8960%,22.5029%,21.6510%,7.84%,53.1613%,-0.0492%
7/25/2012 0:00,623.32,658.11,19.34,0.36%,-0.17%,0.19%,20.47%,-0.9142%,-0.9634%,23.8310%,20.0166%,7.68%,47.8504%,0.3576%
7/26/2012 0:00,633.15,668.80,17.53,0.05%,1.58%,1.63%,19.34%,-0.1725%,0.1851%,43.9560%,55.2042%,33.72%,64.7779%,0.0478%
7/27/2012 0:00,645.83,681.09,16.70,-0.17%,2.00%,1.84%,17.53%,1.5774%,1.6251%,87.8646%,91.1384%,90.71%,51.9673%,-0.1651%
7/30/2012 0:00,645.19,680.65,18.03,0.03%,-0.10%,-0.07%,16.70%,2.0030%,1.8379%,93.1809%,93.6917%,93.65%,42.9617%,0.0347%
7/31/2012 0:00,642.40,677.55,18.93,-0.02%,-0.43%,-0.45%,18.03%,-0.1002%,-0.0655%,46.1154%,46.7630%,30.67%,51.4129%,-0.0229%
8/1/2012 0:00,639.49,675.81,18.96,0.20%,-0.45%,-0.26%,18.93%,-0.4313%,-0.4543%,36.4143%,34.0823%,16.65%,48.9649%,0.1965%
8/2/2012 0:00,636.31,669.53,17.57,-0.43%,-0.50%,-0.93%,18.96%,-0.4542%,-0.2577%,35.7678%,40.3665%,19.37%,58.2304%,-0.4315%
8/3/2012 0:00,647.62,683.03,15.64,0.24%,1.78%,2.02%,17.57%,-0.4973%,-0.9288%,34.5628%,20.8463%,10.11%,32.2349%,0.2376%
8/6/2012 0:00,649.37,684.79,15.95,-0.01%,0.27%,0.26%,15.64%,1.7787%,2.0163%,90.6610%,95.3557%,93.12%,59.9307%,-0.0127%
8/7/2012 0:00,652.67,688.91,15.99,0.09%,0.51%,0.60%,15.95%,0.2696%,0.2569%,57.2007%,57.5973%,50.60%,49.4011%,0.0942%
8/8/2012 0:00,652.04,690.42,15.32,0.32%,-0.10%,0.22%,15.99%,0.5085%,0.6027%,64.1227%,68.5860%,64.64%,53.9340%,0.3161%
8/9/2012 0:00,651.93,691.46,15.28,0.17%,-0.02%,0.15%,15.32%,-0.0974%,0.2186%,46.1973%,56.3229%,36.98%,63.1216%,0.1676%
8/10/2012 0:00,653.23,693.00,14.74,0.02%,0.20%,0.22%,15.28%,-0.0166%,0.1511%,48.6265%,54.0626%,38.82%,57.0247%,0.0217%
8/13/2012 0:00,653.48,690.87,13.70,-0.35%,0.04%,-0.31%,14.74%,0.2000%,0.2217%,55.1316%,56.4262%,47.72%,50.8601%,-0.3459%
8/14/2012 0:00,653.84,690.19,14.85,-0.15%,0.05%,-0.10%,13.70%,0.0387%,-0.3072%,50.2907%,38.7523%,26.07%,35.5698%,-0.1525%
8/15/2012 0:00,655.12,691.17,14.63,-0.05%,0.20%,0.14%,14.85%,0.0543%,-0.0981%,50.7600%,45.6656%,33.25%,43.4901%,-0.0540%
8/16/2012 0:00,660.05,696.00,14.29,-0.05%,0.75%,0.70%,14.63%,0.1965%,0.1426%,55.0274%,53.7771%,45.26%,47.6475%,-0.0535%
8/17/2012 0:00,662.55,696.19,13.45,-0.35%,0.38%,0.03%,14.29%,0.7521%,0.6985%,70.7305%,71.4051%,71.62%,47.6650%,-0.3506%
8/20/2012 0:00,661.93,696.44,14.02,0.13%,-0.09%,0.04%,13.45%,0.3785%,0.0279%,60.3964%,49.9109%,43.97%,35.3861%,0.1288%
8/21/2012 0:00,659.02,695.26,15.02,0.27%,-0.44%,-0.17%,14.02%,-0.0937%,0.0350%,46.3087%,50.1531%,33.52%,55.3940%,0.2706%
8/22/2012 0:00,660.11,694.35,15.11,-0.30%,0.17%,-0.13%,15.02%,-0.4399%,-0.1693%,36.1715%,43.2871%,20.99%,61.2832%,-0.2969%
8/23/2012 0:00,655.20,688.74,15.96,-0.06%,-0.74%,-0.81%,15.11%,0.1666%,-0.1303%,54.1327%,44.5877%,33.96%,37.5330%,-0.0632%
8/24/2012 0:00,659.59,692.52,15.18,-0.12%,0.67%,0.55%,15.96%,-0.7447%,-0.8079%,27.9658%,23.9011%,9.77%,47.2546%,-0.1233%
8/27/2012 0:00,659.75,691.48,16.35,-0.17%,0.02%,-0.15%,15.18%,0.6709%,0.5477%,68.5919%,66.9164%,67.06%,44.7165%,-0.1737%
8/28/2012 0:00,659.72,691.07,16.49,-0.05%,0.00%,-0.06%,16.35%,0.0237%,-0.1500%,49.8368%,43.9288%,30.84%,42.6021%,-0.0549%
8/29/2012 0:00,660.18,691.81,17.06,0.04%,0.07%,0.11%,16.49%,-0.0044%,-0.0593%,48.9926%,46.9713%,33.27%,47.6078%,0.0378%
8/30/2012 0:00,654.53,687.14,17.83,0.18%,-0.86%,-0.68%,17.06%,0.0700%,0.1078%,51.2326%,52.6073%,40.63%,51.5435%,0.1808%
8/31/2012 0:00,658.20,690.34,17.47,-0.10%,0.56%,0.47%,17.83%,-0.8566%,-0.6758%,25.1984%,27.5041%,10.09%,57.5756%,-0.0959%
9/3/2012 0:00,658.20,690.34,17.47,0.00%,0.00%,0.00%,17.47%,0.5616%,0.4657%,65.6096%,64.3656%,62.99%,45.8705%,0.0000%
9/4/2012 0:00,658.33,689.84,17.98,-0.09%,0.02%,-0.07%,17.47%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,-0.0920%
9/5/2012 0:00,657.03,689.87,17.74,0.20%,-0.20%,0.00%,17.98%,0.0196%,-0.0724%,49.7148%,46.5293%,33.40%,46.0353%,0.2017%
9/6/2012 0:00,669.77,704.60,15.60,0.20%,1.94%,2.14%,17.74%,-0.1975%,0.0042%,43.2137%,49.1120%,29.77%,58.4437%,0.1977%
9/7/2012 0:00,671.14,709.27,14.38,0.46%,0.20%,0.66%,15.60%,1.9381%,2.1358%,92.5128%,96.2580%,94.15%,58.2776%,0.4581%
9/10/2012 0:00,666.52,705.60,16.28,0.17%,-0.69%,-0.52%,14.38%,0.2047%,0.6628%,55.2712%,70.3682%,55.05%,68.6642%,0.1714%
9/11/2012 0:00,667.45,708.80,16.41,0.31%,0.14%,0.45%,16.28%,-0.6882%,-0.5169%,29.4172%,32.1616%,12.98%,57.1808%,0.3131%
9/12/2012 0:00,668.76,710.64,15.80,0.06%,0.20%,0.26%,16.41%,0.1392%,0.4524%,53.3121%,63.9445%,50.06%,63.0050%,0.0627%
9/13/2012 0:00,678.33,722.62,14.05,0.26%,1.43%,1.69%,15.80%,0.1973%,0.2600%,55.0509%,57.6992%,48.62%,52.6011%,0.2569%
9/14/2012 0:00,681.45,726.33,14.51,0.05%,0.46%,0.51%,14.05%,1.4298%,1.6867%,85.4722%,91.9452%,89.77%,60.7199%,0.0526%
9/17/2012 0:00,681.06,721.07,14.59,-0.67%,-0.06%,-0.72%,14.51%,0.4605%,0.5131%,62.7622%,65.8503%,61.71%,52.1721%,-0.6677%
9/18/2012 0:00,680.67,719.10,14.18,-0.22%,-0.06%,-0.27%,14.59%,-0.0569%,-0.7246%,47.4127%,26.1424%,15.35%,23.8040%,-0.2158%
9/19/2012 0:00,682.15,719.71,13.88,-0.13%,0.22%,0.09%,14.18%,-0.0579%,-0.2736%,47.3853%,39.8453%,25.65%,40.8526%,-0.1326%
9/20/2012 0:00,680.81,719.34,14.07,0.15%,-0.20%,-0.05%,13.88%,0.2177%,0.0851%,55.6597%,51.8423%,43.73%,44.3233%,0.1456%
9/21/2012 0:00,680.97,719.22,13.98,-0.04%,0.02%,-0.02%,14.07%,-0.1970%,-0.0514%,43.2269%,47.2367%,28.55%,56.1019%,-0.0402%
9/24/2012 0:00,678.08,718.66,14.15,0.35%,-0.42%,-0.08%,13.98%,0.0244%,-0.0158%,49.8588%,48.4354%,35.43%,48.2301%,0.3460%
9/25/2012 0:00,670.39,710.97,15.43,0.06%,-1.13%,-1.07%,14.15%,-0.4250%,-0.0790%,36.5949%,46.3093%,22.70%,64.3183%,0.0639%
9/26/2012 0:00,666.45,707.03,16.81,0.03%,-0.59%,-0.55%,15.43%,-1.1335%,-1.0696%,19.0188%,17.5946%,6.16%,52.6504%,0.0341%
9/27/2012 0:00,673.59,713.25,14.84,-0.19%,1.07%,0.88%,16.81%,-0.5879%,-0.5538%,32.0785%,31.0514%,13.57%,51.3881%,-0.1920%
9/28/2012 0:00,670.30,710.86,15.73,0.15%,-0.49%,-0.34%,14.84%,1.0712%,0.8792%,78.4160%,76.3657%,79.15%,41.8376%,0.1539%
10/1/2012 0:00,671.35,712.79,16.32,0.11%,0.16%,0.27%,15.73%,-0.4892%,-0.3352%,34.7886%,37.8477%,17.67%,56.4514%,0.1148%
